Step 50: {'loss': 0.295, 'grad_norm': 9.46595573425293, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.0022957620676606894, 'rewards/rejected': -0.0636017769575119, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.06130601465702057, 'logps/rejected': -6.360177993774414, 'logps/chosen': -0.2295762449502945, 'logits/rejected': -0.44096553325653076, 'logits/chosen': -0.3270786702632904, 'nll_loss': 0.2923296093940735, 'log_odds_ratio': -0.27188640832901, 'log_odds_chosen': 7.651483058929443, 'epoch': 0.00747887218607434}
Step 2450: {'loss': 1.1336, 'grad_norm': 10.849410057067871, 'learning_rate': 1.8363939899833053e-05, 'rewards/chosen': -0.008490555919706821, 'rewards/rejected': -0.06643570214509964, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.057945143431425095, 'logps/rejected': -6.643569469451904, 'logps/chosen': -0.8490556478500366, 'logits/rejected': 1.0717777013778687, 'logits/chosen': 1.3436275720596313, 'nll_loss': 1.1305598020553589, 'log_odds_ratio': -0.2993333339691162, 'log_odds_chosen': 6.337586879730225, 'epoch': 0.36646473711764266}
Step 2500: {'loss': 1.165, 'grad_norm': 9.60119915008545, 'learning_rate': 1.669449081803005e-05, 'rewards/chosen': -0.00887791533023119, 'rewards/rejected': -0.06360715627670288, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.054729245603084564, 'logps/rejected': -6.360716342926025, 'logps/chosen': -0.8877915740013123, 'logits/rejected': 1.2092000246047974, 'logits/chosen': 1.4797016382217407, 'nll_loss': 1.1618460416793823, 'log_odds_ratio': -0.31158819794654846, 'log_odds_chosen': 6.021904468536377, 'epoch': 0.373943609303717}
Step 2550: {'loss': 1.2226, 'grad_norm': 10.118915557861328, 'learning_rate': 1.5025041736227046e-05, 'rewards/chosen': -0.009187075309455395, 'rewards/rejected': -0.06846950203180313, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 0.05928243696689606, 'logps/rejected': -6.846950531005859, 'logps/chosen': -0.9187076091766357, 'logits/rejected': 1.3497190475463867, 'logits/chosen': 1.6672412157058716, 'nll_loss': 1.2196241617202759, 'log_odds_ratio': -0.2995322346687317, 'log_odds_chosen': 6.415092945098877, 'epoch': 0.38142248148979135}
Step 2600: {'loss': 1.2068, 'grad_norm': 10.731072425842285, 'learning_rate': 1.335559265442404e-05, 'rewards/chosen': -0.009303253144025803, 'rewards/rejected': -0.06394853442907333, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.05464528501033783, 'logps/rejected': -6.3948540687561035, 'logps/chosen': -0.9303252696990967, 'logits/rejected': 1.4322847127914429, 'logits/chosen': 1.7279397249221802, 'nll_loss': 1.2036551237106323, 'log_odds_ratio': -0.3133928179740906, 'log_odds_chosen': 5.951160907745361, 'epoch': 0.3889013536758657}
Step 2650: {'loss': 1.186, 'grad_norm': 9.51586627960205, 'learning_rate': 1.1686143572621036e-05, 'rewards/chosen': -0.008967858739197254, 'rewards/rejected': -0.06314406543970108, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.0541762076318264, 'logps/rejected': -6.314406871795654, 'logps/chosen': -0.8967859745025635, 'logits/rejected': 1.4981656074523926, 'logits/chosen': 1.7915027141571045, 'nll_loss': 1.1829222440719604, 'log_odds_ratio': -0.31201303005218506, 'log_odds_chosen': 5.927978515625, 'epoch': 0.39638022586194}
Step 2700: {'loss': 1.2051, 'grad_norm': 7.747673034667969, 'learning_rate': 1.001669449081803e-05, 'rewards/chosen': -0.009082449600100517, 'rewards/rejected': -0.055961281061172485, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.04687882587313652, 'logps/rejected': -5.596127986907959, 'logps/chosen': -0.9082450270652771, 'logits/rejected': 1.6381118297576904, 'logits/chosen': 1.9026174545288086, 'nll_loss': 1.2017699480056763, 'log_odds_ratio': -0.33106452226638794, 'log_odds_chosen': 5.190411567687988, 'epoch': 0.40385909804801434}
Step 2750: {'loss': 1.2747, 'grad_norm': 8.508045196533203, 'learning_rate': 8.347245409015026e-06, 'rewards/chosen': -0.009835281409323215, 'rewards/rejected': -0.05695722624659538, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.04712194576859474, 'logps/rejected': -5.695723056793213, 'logps/chosen': -0.983528196811676, 'logits/rejected': 1.6590429544448853, 'logits/chosen': 1.9536815881729126, 'nll_loss': 1.2713639736175537, 'log_odds_ratio': -0.33714112639427185, 'log_odds_chosen': 5.180459499359131, 'epoch': 0.4113379702340887}
Step 2800: {'loss': 1.3407, 'grad_norm': 10.085991859436035, 'learning_rate': 6.67779632721202e-06, 'rewards/chosen': -0.01028195396065712, 'rewards/rejected': -0.06046244502067566, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.05018049106001854, 'logps/rejected': -6.0462446212768555, 'logps/chosen': -1.0281953811645508, 'logits/rejected': 1.7646816968917847, 'logits/chosen': 2.0775492191314697, 'nll_loss': 1.3374769687652588, 'log_odds_ratio': -0.323642373085022, 'log_odds_chosen': 5.444568634033203, 'epoch': 0.41881684242016304}
Step 2850: {'loss': 1.4361, 'grad_norm': 9.744210243225098, 'learning_rate': 5.008347245409015e-06, 'rewards/chosen': -0.010883145034313202, 'rewards/rejected': -0.05309675261378288, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.04221361130475998, 'logps/rejected': -5.309675693511963, 'logps/chosen': -1.0883145332336426, 'logits/rejected': 1.830711007118225, 'logits/chosen': 2.0995676517486572, 'nll_loss': 1.432646632194519, 'log_odds_ratio': -0.34128791093826294, 'log_odds_chosen': 4.592483997344971, 'epoch': 0.4262957146062374}
Step 2900: {'loss': 1.4008, 'grad_norm': 9.175865173339844, 'learning_rate': 3.33889816360601e-06, 'rewards/chosen': -0.01104308944195509, 'rewards/rejected': -0.052740518003702164, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 0.0416974276304245, 'logps/rejected': -5.274051666259766, 'logps/chosen': -1.1043089628219604, 'logits/rejected': 1.9380853176116943, 'logits/chosen': 2.2196907997131348, 'nll_loss': 1.3973621129989624, 'log_odds_ratio': -0.34397441148757935, 'log_odds_chosen': 4.567440509796143, 'epoch': 0.43377458679231173}
Step 2950: {'loss': 1.3873, 'grad_norm': 8.928179740905762, 'learning_rate': 1.669449081803005e-06, 'rewards/chosen': -0.010700009763240814, 'rewards/rejected': -0.053615495562553406, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 0.042915478348731995, 'logps/rejected': -5.361548900604248, 'logps/chosen': -1.0700011253356934, 'logits/rejected': 1.9537545442581177, 'logits/chosen': 2.2452645301818848, 'nll_loss': 1.383886456489563, 'log_odds_ratio': -0.34321168065071106, 'log_odds_chosen': 4.702273845672607, 'epoch': 0.4412534589783861}
Step 3000: {'loss': 1.4272, 'grad_norm': 9.446637153625488, 'learning_rate': 0.0, 'rewards/chosen': -0.011128626763820648, 'rewards/rejected': -0.05101895332336426, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 0.03989032655954361, 'logps/rejected': -5.101895332336426, 'logps/chosen': -1.1128627061843872, 'logits/rejected': 1.976048231124878, 'logits/chosen': 2.251361131668091, 'nll_loss': 1.4236836433410645, 'log_odds_ratio': -0.347360223531723, 'log_odds_chosen': 4.342100620269775, 'epoch': 0.4487323311644604}
Step 3000: {'train_runtime': 2692.8147, 'train_samples_per_second': 8.913, 'train_steps_per_second': 1.114, 'total_flos': 0.0, 'train_loss': 0.7108486614227295, 'epoch': 0.4487323311644604}
Step 3000: {'eval_loss': 1.43867826461792, 'eval_runtime': 17.7066, 'eval_samples_per_second': 30.554, 'eval_steps_per_second': 3.84, 'eval_rewards/chosen': -0.0111295897513628, 'eval_rewards/rejected': -0.05434774234890938, 'eval_rewards/accuracies': 0.611764669418335, 'eval_rewards/margins': 0.043218158185482025, 'eval_logps/rejected': -5.434773921966553, 'eval_logps/chosen': -1.1129589080810547, 'eval_logits/rejected': 2.0097522735595703, 'eval_logits/chosen': 2.302140951156616, 'eval_nll_loss': 1.437565565109253, 'eval_log_odds_ratio': -0.3317469656467438, 'eval_log_odds_chosen': 4.7129058837890625, 'epoch': 0.4487323311644604}
