Step 50: {'loss': 0.4657, 'grad_norm': 6.86177921295166, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.14617133140563965, 'rewards/rejected': -7.923123359680176, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 7.776953220367432, 'logps/rejected': -8.803471565246582, 'logps/chosen': -0.1624125987291336, 'logits/rejected': -0.6742379069328308, 'logits/chosen': -0.4812867343425751, 'nll_loss': 0.2227926403284073, 'log_odds_ratio': -0.26992514729499817, 'log_odds_chosen': 10.363086700439453, 'epoch': 0.00747887218607434}
Step 2450: {'loss': 1.3542, 'grad_norm': 12.48310661315918, 'learning_rate': 1.8363939899833053e-05, 'rewards/chosen': -0.7422787547111511, 'rewards/rejected': -9.565526962280273, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 8.823248863220215, 'logps/rejected': -10.628365516662598, 'logps/chosen': -0.8247542381286621, 'logits/rejected': 0.6306254863739014, 'logits/chosen': 1.0686500072479248, 'nll_loss': 1.090024471282959, 'log_odds_ratio': -0.2935808300971985, 'log_odds_chosen': 10.38061809539795, 'epoch': 0.36646473711764266}
Step 2500: {'loss': 1.3929, 'grad_norm': 11.525968551635742, 'learning_rate': 1.669449081803005e-05, 'rewards/chosen': -0.775153398513794, 'rewards/rejected': -9.166441917419434, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 8.391288757324219, 'logps/rejected': -10.184935569763184, 'logps/chosen': -0.8612817525863647, 'logits/rejected': 0.7897265553474426, 'logits/chosen': 1.222061038017273, 'nll_loss': 1.12299644947052, 'log_odds_ratio': -0.2999439239501953, 'log_odds_chosen': 9.922906875610352, 'epoch': 0.373943609303717}
Step 2550: {'loss': 1.4486, 'grad_norm': 11.829599380493164, 'learning_rate': 1.5025041736227046e-05, 'rewards/chosen': -0.8128650188446045, 'rewards/rejected': -10.323862075805664, 'rewards/accuracies': 0.6349999904632568, 'rewards/margins': 9.510997772216797, 'logps/rejected': -11.470956802368164, 'logps/chosen': -0.9031833410263062, 'logits/rejected': 0.9330642223358154, 'logits/chosen': 1.4443546533584595, 'nll_loss': 1.1915640830993652, 'log_odds_ratio': -0.28562453389167786, 'log_odds_chosen': 11.08301067352295, 'epoch': 0.38142248148979135}
Step 2600: {'loss': 1.4479, 'grad_norm': 23.882957458496094, 'learning_rate': 1.335559265442404e-05, 'rewards/chosen': -0.825893759727478, 'rewards/rejected': -9.4874906539917, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 8.661596298217773, 'logps/rejected': -10.541656494140625, 'logps/chosen': -0.9176597595214844, 'logits/rejected': 1.0594788789749146, 'logits/chosen': 1.5325371026992798, 'nll_loss': 1.1805506944656372, 'log_odds_ratio': -0.2970503866672516, 'log_odds_chosen': 10.139242172241211, 'epoch': 0.3889013536758657}
Step 2650: {'loss': 1.4276, 'grad_norm': 11.184859275817871, 'learning_rate': 1.1686143572621036e-05, 'rewards/chosen': -0.7994986772537231, 'rewards/rejected': -9.756385803222656, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 8.956887245178223, 'logps/rejected': -10.840428352355957, 'logps/chosen': -0.8883318901062012, 'logits/rejected': 1.111647367477417, 'logits/chosen': 1.6070129871368408, 'nll_loss': 1.16585111618042, 'log_odds_ratio': -0.29078128933906555, 'log_odds_chosen': 10.493854522705078, 'epoch': 0.39638022586194}
Step 2700: {'loss': 1.4665, 'grad_norm': 9.386947631835938, 'learning_rate': 1.001669449081803e-05, 'rewards/chosen': -0.8161829113960266, 'rewards/rejected': -9.242364883422852, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 8.42618179321289, 'logps/rejected': -10.269292831420898, 'logps/chosen': -0.9068698883056641, 'logits/rejected': 1.2786656618118286, 'logits/chosen': 1.7441235780715942, 'nll_loss': 1.193070888519287, 'log_odds_ratio': -0.3038298487663269, 'log_odds_chosen': 9.905542373657227, 'epoch': 0.40385909804801434}
Step 2750: {'loss': 1.5413, 'grad_norm': 13.33362865447998, 'learning_rate': 8.347245409015026e-06, 'rewards/chosen': -0.8860342502593994, 'rewards/rejected': -9.62817668914795, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 8.742142677307129, 'logps/rejected': -10.697973251342773, 'logps/chosen': -0.9844826459884644, 'logits/rejected': 1.2926077842712402, 'logits/chosen': 1.8143424987792969, 'nll_loss': 1.2655024528503418, 'log_odds_ratio': -0.30640098452568054, 'log_odds_chosen': 10.21886920928955, 'epoch': 0.4113379702340887}
Step 2800: {'loss': 1.6185, 'grad_norm': 18.24551010131836, 'learning_rate': 6.67779632721202e-06, 'rewards/chosen': -0.9601421356201172, 'rewards/rejected': -10.160863876342773, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 9.200721740722656, 'logps/rejected': -11.289850234985352, 'logps/chosen': -1.0668246746063232, 'logits/rejected': 1.405764102935791, 'logits/chosen': 1.9610458612442017, 'nll_loss': 1.3569138050079346, 'log_odds_ratio': -0.2906397879123688, 'log_odds_chosen': 10.672480583190918, 'epoch': 0.41881684242016304}
Step 2850: {'loss': 1.735, 'grad_norm': 11.289043426513672, 'learning_rate': 5.008347245409015e-06, 'rewards/chosen': -1.0004428625106812, 'rewards/rejected': -8.813868522644043, 'rewards/accuracies': 0.5924999713897705, 'rewards/margins': 7.813425064086914, 'logps/rejected': -9.793187141418457, 'logps/chosen': -1.1116031408309937, 'logits/rejected': 1.5273373126983643, 'logits/chosen': 2.00691819190979, 'nll_loss': 1.44816255569458, 'log_odds_ratio': -0.3186555504798889, 'log_odds_chosen': 9.07310962677002, 'epoch': 0.4262957146062374}
Step 2900: {'loss': 1.7089, 'grad_norm': 10.505046844482422, 'learning_rate': 3.33889816360601e-06, 'rewards/chosen': -1.0294561386108398, 'rewards/rejected': -8.900703430175781, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 7.8712477684021, 'logps/rejected': -9.889670372009277, 'logps/chosen': -1.1438400745391846, 'logits/rejected': 1.6269340515136719, 'logits/chosen': 2.1445863246917725, 'nll_loss': 1.4247921705245972, 'log_odds_ratio': -0.31569987535476685, 'log_odds_chosen': 9.166667938232422, 'epoch': 0.43377458679231173}
Step 2950: {'loss': 1.7084, 'grad_norm': 13.215970039367676, 'learning_rate': 1.669449081803005e-06, 'rewards/chosen': -1.0111466646194458, 'rewards/rejected': -8.726946830749512, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 7.715800762176514, 'logps/rejected': -9.69660758972168, 'logps/chosen': -1.123496413230896, 'logits/rejected': 1.677794337272644, 'logits/chosen': 2.1932272911071777, 'nll_loss': 1.4216877222061157, 'log_odds_ratio': -0.3186115622520447, 'log_odds_chosen': 9.000494003295898, 'epoch': 0.4412534589783861}
Step 3000: {'loss': 1.7356, 'grad_norm': 10.331276893615723, 'learning_rate': 0.0, 'rewards/chosen': -1.040959119796753, 'rewards/rejected': -8.352420806884766, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 7.31146240234375, 'logps/rejected': -9.280467987060547, 'logps/chosen': -1.1566210985183716, 'logits/rejected': 1.7133538722991943, 'logits/chosen': 2.2105507850646973, 'nll_loss': 1.457940697669983, 'log_odds_ratio': -0.3084554374217987, 'log_odds_chosen': 8.49532699584961, 'epoch': 0.4487323311644604}
Step 3000: {'train_runtime': 2701.1357, 'train_samples_per_second': 8.885, 'train_steps_per_second': 1.111, 'total_flos': 0.0, 'train_loss': 0.885155294418335, 'epoch': 0.4487323311644604}
Step 3000: {'eval_loss': 1.7550395727157593, 'eval_runtime': 17.9863, 'eval_samples_per_second': 30.078, 'eval_steps_per_second': 3.781, 'eval_rewards/chosen': -1.0553897619247437, 'eval_rewards/rejected': -9.119878768920898, 'eval_rewards/accuracies': 0.6209558844566345, 'eval_rewards/margins': 8.06449031829834, 'eval_logps/rejected': -10.133198738098145, 'eval_logps/chosen': -1.1726553440093994, 'eval_logits/rejected': 1.7181366682052612, 'eval_logits/chosen': 2.2533671855926514, 'eval_nll_loss': 1.4836158752441406, 'eval_log_odds_ratio': -0.3042910099029541, 'eval_log_odds_chosen': 9.364489555358887, 'epoch': 0.4487323311644604}
