Step 50: {'loss': 0.2744, 'grad_norm': 8.209064483642578, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.018813956528902054, 'rewards/rejected': -0.6465010046958923, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.6276870965957642, 'logps/rejected': -6.465011119842529, 'logps/chosen': -0.18813955783843994, 'logits/rejected': -0.48709556460380554, 'logits/chosen': -0.38481321930885315, 'nll_loss': 0.24724946916103363, 'log_odds_ratio': -0.2713882029056549, 'log_odds_chosen': 7.908340930938721, 'epoch': 0.00747887218607434}
Step 2450: {'loss': 1.1383, 'grad_norm': 11.491581916809082, 'learning_rate': 1.8363939899833053e-05, 'rewards/chosen': -0.0834134891629219, 'rewards/rejected': -0.8025477528572083, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 0.7191342115402222, 'logps/rejected': -8.025477409362793, 'logps/chosen': -0.8341348171234131, 'logits/rejected': 0.884617030620575, 'logits/chosen': 1.2150498628616333, 'nll_loss': 1.1086935997009277, 'log_odds_ratio': -0.2960769534111023, 'log_odds_chosen': 7.7502264976501465, 'epoch': 0.36646473711764266}
Step 2500: {'loss': 1.1722, 'grad_norm': 10.145992279052734, 'learning_rate': 1.669449081803005e-05, 'rewards/chosen': -0.08729935437440872, 'rewards/rejected': -0.7877070903778076, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.7004076242446899, 'logps/rejected': -7.877068996429443, 'logps/chosen': -0.8729934692382812, 'logits/rejected': 1.0270358324050903, 'logits/chosen': 1.3593252897262573, 'nll_loss': 1.141711711883545, 'log_odds_ratio': -0.3047066032886505, 'log_odds_chosen': 7.580265522003174, 'epoch': 0.373943609303717}
Step 2550: {'loss': 1.2343, 'grad_norm': 10.966978073120117, 'learning_rate': 1.5025041736227046e-05, 'rewards/chosen': -0.09072577208280563, 'rewards/rejected': -0.8654356598854065, 'rewards/accuracies': 0.637499988079071, 'rewards/margins': 0.7747097611427307, 'logps/rejected': -8.654356002807617, 'logps/chosen': -0.9072578549385071, 'logits/rejected': 1.1626890897750854, 'logits/chosen': 1.5551941394805908, 'nll_loss': 1.2052452564239502, 'log_odds_ratio': -0.290484219789505, 'log_odds_chosen': 8.252021789550781, 'epoch': 0.38142248148979135}
Step 2600: {'loss': 1.2232, 'grad_norm': 11.367136001586914, 'learning_rate': 1.335559265442404e-05, 'rewards/chosen': -0.09247279912233353, 'rewards/rejected': -0.8057160377502441, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 0.7132432460784912, 'logps/rejected': -8.057160377502441, 'logps/chosen': -0.9247279167175293, 'logits/rejected': 1.265324354171753, 'logits/chosen': 1.6328606605529785, 'nll_loss': 1.1928718090057373, 'log_odds_ratio': -0.3036130964756012, 'log_odds_chosen': 7.635735511779785, 'epoch': 0.3889013536758657}
Step 2650: {'loss': 1.203, 'grad_norm': 9.866006851196289, 'learning_rate': 1.1686143572621036e-05, 'rewards/chosen': -0.08902965486049652, 'rewards/rejected': -0.7890937924385071, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 0.7000640630722046, 'logps/rejected': -7.890937328338623, 'logps/chosen': -0.890296459197998, 'logits/rejected': 1.3379462957382202, 'logits/chosen': 1.703999638557434, 'nll_loss': 1.1728931665420532, 'log_odds_ratio': -0.30066928267478943, 'log_odds_chosen': 7.528475284576416, 'epoch': 0.39638022586194}
Step 2700: {'loss': 1.2282, 'grad_norm': 8.399740219116211, 'learning_rate': 1.001669449081803e-05, 'rewards/chosen': -0.09061530232429504, 'rewards/rejected': -0.7294874787330627, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.6388721466064453, 'logps/rejected': -7.294874668121338, 'logps/chosen': -0.9061530232429504, 'logits/rejected': 1.4928103685379028, 'logits/chosen': 1.8345974683761597, 'nll_loss': 1.1966240406036377, 'log_odds_ratio': -0.3160654902458191, 'log_odds_chosen': 6.911309242248535, 'epoch': 0.40385909804801434}
Step 2750: {'loss': 1.299, 'grad_norm': 8.84831714630127, 'learning_rate': 8.347245409015026e-06, 'rewards/chosen': -0.09818444401025772, 'rewards/rejected': -0.7558773756027222, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.6576930284500122, 'logps/rejected': -7.558774948120117, 'logps/chosen': -0.981844425201416, 'logits/rejected': 1.5063060522079468, 'logits/chosen': 1.8935905694961548, 'nll_loss': 1.2670170068740845, 'log_odds_ratio': -0.31971627473831177, 'log_odds_chosen': 7.063957691192627, 'epoch': 0.4113379702340887}
Step 2800: {'loss': 1.3735, 'grad_norm': 10.305400848388672, 'learning_rate': 6.67779632721202e-06, 'rewards/chosen': -0.10410911589860916, 'rewards/rejected': -0.8069097995758057, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 0.7028006911277771, 'logps/rejected': -8.069097518920898, 'logps/chosen': -1.0410910844802856, 'logits/rejected': 1.6137328147888184, 'logits/chosen': 2.0274643898010254, 'nll_loss': 1.3429222106933594, 'log_odds_ratio': -0.3061140775680542, 'log_odds_chosen': 7.46656608581543, 'epoch': 0.41881684242016304}
Step 2850: {'loss': 1.4687, 'grad_norm': 10.36950397491455, 'learning_rate': 5.008347245409015e-06, 'rewards/chosen': -0.10911878943443298, 'rewards/rejected': -0.7031739950180054, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.59405517578125, 'logps/rejected': -7.031739711761475, 'logps/chosen': -1.0911879539489746, 'logits/rejected': 1.7074192762374878, 'logits/chosen': 2.061915636062622, 'nll_loss': 1.4359339475631714, 'log_odds_ratio': -0.32732173800468445, 'log_odds_chosen': 6.32457160949707, 'epoch': 0.4262957146062374}
Step 2900: {'loss': 1.441, 'grad_norm': 9.611798286437988, 'learning_rate': 3.33889816360601e-06, 'rewards/chosen': -0.1118628978729248, 'rewards/rejected': -0.6998103260993958, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 0.587947428226471, 'logps/rejected': -6.998103618621826, 'logps/chosen': -1.118628978729248, 'logits/rejected': 1.8164448738098145, 'logits/chosen': 2.1886420249938965, 'nll_loss': 1.4083209037780762, 'log_odds_ratio': -0.32649463415145874, 'log_odds_chosen': 6.291467189788818, 'epoch': 0.43377458679231173}
Step 2950: {'loss': 1.4294, 'grad_norm': 9.583566665649414, 'learning_rate': 1.669449081803005e-06, 'rewards/chosen': -0.10848230123519897, 'rewards/rejected': -0.6983574032783508, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.5898751616477966, 'logps/rejected': -6.9835734367370605, 'logps/chosen': -1.0848228931427002, 'logits/rejected': 1.8482517004013062, 'logits/chosen': 2.2277843952178955, 'nll_loss': 1.3963913917541504, 'log_odds_ratio': -0.3301103711128235, 'log_odds_chosen': 6.319187164306641, 'epoch': 0.4412534589783861}
Step 3000: {'loss': 1.4695, 'grad_norm': 9.880030632019043, 'learning_rate': 0.0, 'rewards/chosen': -0.11291700601577759, 'rewards/rejected': -0.6636375188827515, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 0.5507205128669739, 'logps/rejected': -6.6363749504089355, 'logps/chosen': -1.1291699409484863, 'logits/rejected': 1.879442572593689, 'logits/chosen': 2.2414968013763428, 'nll_loss': 1.4368104934692383, 'log_odds_ratio': -0.3269878327846527, 'log_odds_chosen': 5.872216701507568, 'epoch': 0.4487323311644604}
Step 3000: {'train_runtime': 2694.6189, 'train_samples_per_second': 8.907, 'train_steps_per_second': 1.113, 'total_flos': 0.0, 'train_loss': 0.6943917694091797, 'epoch': 0.4487323311644604}
Step 3000: {'eval_loss': 1.4844095706939697, 'eval_runtime': 17.5505, 'eval_samples_per_second': 30.825, 'eval_steps_per_second': 3.875, 'eval_rewards/chosen': -0.11326141655445099, 'eval_rewards/rejected': -0.7174333930015564, 'eval_rewards/accuracies': 0.6154411435127258, 'eval_rewards/margins': 0.6041719317436218, 'eval_logps/rejected': -7.174333572387695, 'eval_logps/chosen': -1.132614254951477, 'eval_logits/rejected': 1.9003041982650757, 'eval_logits/chosen': 2.2875843048095703, 'eval_nll_loss': 1.4549572467803955, 'eval_log_odds_ratio': -0.317138671875, 'eval_log_odds_chosen': 6.441001892089844, 'epoch': 0.4487323311644604}
