Step 50: {'loss': 0.7383, 'grad_norm': 14.221017837524414, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.279397577047348, 'rewards/rejected': -21.60531997680664, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 21.3259220123291, 'logps/rejected': -10.80265998840332, 'logps/chosen': -0.139698788523674, 'logits/rejected': -0.8001599311828613, 'logits/chosen': -0.5183566808700562, 'nll_loss': 0.2011316418647766, 'log_odds_ratio': -0.2685790956020355, 'log_odds_chosen': 12.474143028259277, 'epoch': 0.00747887218607434}
Step 2450: {'loss': 1.652, 'grad_norm': 14.128863334655762, 'learning_rate': 1.8363939899833053e-05, 'rewards/chosen': -1.6237473487854004, 'rewards/rejected': -24.86261558532715, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 23.238868713378906, 'logps/rejected': -12.431307792663574, 'logps/chosen': -0.8118736743927002, 'logits/rejected': 0.4726926386356354, 'logits/chosen': 0.96136873960495, 'nll_loss': 1.0698251724243164, 'log_odds_ratio': -0.29109135270118713, 'log_odds_chosen': 12.209641456604004, 'epoch': 0.36646473711764266}
Step 2500: {'loss': 1.6971, 'grad_norm': 12.428098678588867, 'learning_rate': 1.669449081803005e-05, 'rewards/chosen': -1.7000735998153687, 'rewards/rejected': -24.0128173828125, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 22.312744140625, 'logps/rejected': -12.00640869140625, 'logps/chosen': -0.8500367999076843, 'logits/rejected': 0.6523661017417908, 'logits/chosen': 1.1366698741912842, 'nll_loss': 1.1045658588409424, 'log_odds_ratio': -0.29628846049308777, 'log_odds_chosen': 11.776427268981934, 'epoch': 0.373943609303717}
Step 2550: {'loss': 1.74, 'grad_norm': 14.09941291809082, 'learning_rate': 1.5025041736227046e-05, 'rewards/chosen': -1.795716404914856, 'rewards/rejected': -25.970972061157227, 'rewards/accuracies': 0.6399999856948853, 'rewards/margins': 24.175256729125977, 'logps/rejected': -12.985486030578613, 'logps/chosen': -0.897858202457428, 'logits/rejected': 0.7973167300224304, 'logits/chosen': 1.3379974365234375, 'nll_loss': 1.1793162822723389, 'log_odds_ratio': -0.2803507149219513, 'log_odds_chosen': 12.617758750915527, 'epoch': 0.38142248148979135}
Step 2600: {'loss': 1.7532, 'grad_norm': 15.210277557373047, 'learning_rate': 1.335559265442404e-05, 'rewards/chosen': -1.8339853286743164, 'rewards/rejected': -24.632495880126953, 'rewards/accuracies': 0.625, 'rewards/margins': 22.798507690429688, 'logps/rejected': -12.316247940063477, 'logps/chosen': -0.9169926643371582, 'logits/rejected': 0.9252922534942627, 'logits/chosen': 1.4344580173492432, 'nll_loss': 1.1730127334594727, 'log_odds_ratio': -0.2900840640068054, 'log_odds_chosen': 11.929110527038574, 'epoch': 0.3889013536758657}
Step 2650: {'loss': 1.7334, 'grad_norm': 14.151095390319824, 'learning_rate': 1.1686143572621036e-05, 'rewards/chosen': -1.773468017578125, 'rewards/rejected': -25.069385528564453, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 23.295917510986328, 'logps/rejected': -12.534692764282227, 'logps/chosen': -0.8867340087890625, 'logits/rejected': 0.9963420629501343, 'logits/chosen': 1.5294438600540161, 'nll_loss': 1.1594128608703613, 'log_odds_ratio': -0.2870185375213623, 'log_odds_chosen': 12.198452949523926, 'epoch': 0.39638022586194}
Step 2700: {'loss': 1.7958, 'grad_norm': 10.496907234191895, 'learning_rate': 1.001669449081803e-05, 'rewards/chosen': -1.8328989744186401, 'rewards/rejected': -23.51531982421875, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 21.682422637939453, 'logps/rejected': -11.757659912109375, 'logps/chosen': -0.9164494872093201, 'logits/rejected': 1.1775611639022827, 'logits/chosen': 1.6726961135864258, 'nll_loss': 1.1950180530548096, 'log_odds_ratio': -0.3003688454627991, 'log_odds_chosen': 11.389649391174316, 'epoch': 0.40385909804801434}
Step 2750: {'loss': 1.8686, 'grad_norm': 21.62928581237793, 'learning_rate': 8.347245409015026e-06, 'rewards/chosen': -1.9828972816467285, 'rewards/rejected': -24.90005111694336, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 22.917152404785156, 'logps/rejected': -12.45002555847168, 'logps/chosen': -0.9914486408233643, 'logits/rejected': 1.2097346782684326, 'logits/chosen': 1.7666021585464478, 'nll_loss': 1.2675633430480957, 'log_odds_ratio': -0.3005405366420746, 'log_odds_chosen': 11.973978042602539, 'epoch': 0.4113379702340887}
Step 2800: {'loss': 1.9368, 'grad_norm': 33.01255798339844, 'learning_rate': 6.67779632721202e-06, 'rewards/chosen': -2.1307618618011475, 'rewards/rejected': -25.697206497192383, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 23.566444396972656, 'logps/rejected': -12.848603248596191, 'logps/chosen': -1.0653809309005737, 'logits/rejected': 1.3262476921081543, 'logits/chosen': 1.9169509410858154, 'nll_loss': 1.358303427696228, 'log_odds_ratio': -0.2892455756664276, 'log_odds_chosen': 12.233275413513184, 'epoch': 0.41881684242016304}
Step 2850: {'loss': 2.085, 'grad_norm': 12.113408088684082, 'learning_rate': 5.008347245409015e-06, 'rewards/chosen': -2.234584093093872, 'rewards/rejected': -22.6929874420166, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 20.458406448364258, 'logps/rejected': -11.3464937210083, 'logps/chosen': -1.117292046546936, 'logits/rejected': 1.4547311067581177, 'logits/chosen': 1.9725594520568848, 'nll_loss': 1.4547077417373657, 'log_odds_ratio': -0.315155953168869, 'log_odds_chosen': 10.623779296875, 'epoch': 0.4262957146062374}
Step 2900: {'loss': 2.0674, 'grad_norm': 12.236186027526855, 'learning_rate': 3.33889816360601e-06, 'rewards/chosen': -2.3405137062072754, 'rewards/rejected': -23.558320999145508, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 21.21780776977539, 'logps/rejected': -11.779160499572754, 'logps/chosen': -1.1702568531036377, 'logits/rejected': 1.5420007705688477, 'logits/chosen': 2.1115403175354004, 'nll_loss': 1.4422279596328735, 'log_odds_ratio': -0.312608540058136, 'log_odds_chosen': 11.027722358703613, 'epoch': 0.43377458679231173}
Step 2950: {'loss': 2.0631, 'grad_norm': 19.96700096130371, 'learning_rate': 1.669449081803005e-06, 'rewards/chosen': -2.2684485912323, 'rewards/rejected': -22.728792190551758, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 20.460342407226562, 'logps/rejected': -11.364396095275879, 'logps/chosen': -1.13422429561615, 'logits/rejected': 1.6108092069625854, 'logits/chosen': 2.16799259185791, 'nll_loss': 1.4324151277542114, 'log_odds_ratio': -0.31532639265060425, 'log_odds_chosen': 10.659067153930664, 'epoch': 0.4412534589783861}
Step 3000: {'loss': 2.0814, 'grad_norm': 10.924750328063965, 'learning_rate': 0.0, 'rewards/chosen': -2.357745885848999, 'rewards/rejected': -21.7103328704834, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 19.352588653564453, 'logps/rejected': -10.8551664352417, 'logps/chosen': -1.1788729429244995, 'logits/rejected': 1.6430859565734863, 'logits/chosen': 2.1833012104034424, 'nll_loss': 1.4765299558639526, 'log_odds_ratio': -0.3024192154407501, 'log_odds_chosen': 10.050106048583984, 'epoch': 0.4487323311644604}
Step 3000: {'train_runtime': 2700.616, 'train_samples_per_second': 8.887, 'train_steps_per_second': 1.111, 'total_flos': 0.0, 'train_loss': 1.162343662261963, 'epoch': 0.4487323311644604}
Step 3000: {'eval_loss': 2.1086652278900146, 'eval_runtime': 17.7827, 'eval_samples_per_second': 30.423, 'eval_steps_per_second': 3.824, 'eval_rewards/chosen': -2.424013137817383, 'eval_rewards/rejected': -23.84050750732422, 'eval_rewards/accuracies': 0.6209558844566345, 'eval_rewards/margins': 21.416494369506836, 'eval_logps/rejected': -11.92025375366211, 'eval_logps/chosen': -1.2120065689086914, 'eval_logits/rejected': 1.6410659551620483, 'eval_logits/chosen': 2.2247326374053955, 'eval_nll_loss': 1.5110843181610107, 'eval_log_odds_ratio': -0.30024057626724243, 'eval_log_odds_chosen': 11.109199523925781, 'epoch': 0.4487323311644604}
