Step 50: {'loss': 0.9515, 'grad_norm': 20.51072883605957, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.6395771503448486, 'rewards/rejected': -20.904216766357422, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 20.264638900756836, 'logps/rejected': -10.452108383178711, 'logps/chosen': -0.3197885751724243, 'logits/rejected': -0.3390408754348755, 'logits/chosen': -0.05148071423172951, 'nll_loss': 0.4045485556125641, 'log_odds_ratio': -0.27347561717033386, 'log_odds_chosen': 11.429216384887695, 'epoch': 0.007479012022511826}
Step 2450: {'loss': 1.7671, 'grad_norm': 23.758983612060547, 'learning_rate': 1.8363939899833053e-05, 'rewards/chosen': -1.7822291851043701, 'rewards/rejected': -23.16082763671875, 'rewards/accuracies': 0.6025000214576721, 'rewards/margins': 21.37859535217285, 'logps/rejected': -11.580413818359375, 'logps/chosen': -0.8911145925521851, 'logits/rejected': 1.1087874174118042, 'logits/chosen': 1.615587592124939, 'nll_loss': 1.176772117614746, 'log_odds_ratio': -0.2951641082763672, 'log_odds_chosen': 11.210334777832031, 'epoch': 0.3664715891030795}
Step 2500: {'loss': 1.8074, 'grad_norm': 19.222137451171875, 'learning_rate': 1.669449081803005e-05, 'rewards/chosen': -1.841711401939392, 'rewards/rejected': -22.806245803833008, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 20.96453285217285, 'logps/rejected': -11.403122901916504, 'logps/chosen': -0.920855700969696, 'logits/rejected': 1.216218113899231, 'logits/chosen': 1.7237827777862549, 'nll_loss': 1.2013684511184692, 'log_odds_ratio': -0.3030094802379608, 'log_odds_chosen': 11.009923934936523, 'epoch': 0.3739506011255913}
Step 2550: {'loss': 1.825, 'grad_norm': 20.77425765991211, 'learning_rate': 1.5025041736227046e-05, 'rewards/chosen': -1.8948180675506592, 'rewards/rejected': -25.789474487304688, 'rewards/accuracies': 0.637499988079071, 'rewards/margins': 23.8946590423584, 'logps/rejected': -12.894737243652344, 'logps/chosen': -0.9474090337753296, 'logits/rejected': 1.3068374395370483, 'logits/chosen': 1.892198085784912, 'nll_loss': 1.2523603439331055, 'log_odds_ratio': -0.2862958610057831, 'log_odds_chosen': 12.421721458435059, 'epoch': 0.38142961314810314}
Step 2600: {'loss': 1.8429, 'grad_norm': 53.343040466308594, 'learning_rate': 1.335559265442404e-05, 'rewards/chosen': -1.9731124639511108, 'rewards/rejected': -24.57970428466797, 'rewards/accuracies': 0.6200000047683716, 'rewards/margins': 22.60659408569336, 'logps/rejected': -12.289852142333984, 'logps/chosen': -0.9865562319755554, 'logits/rejected': 1.3767036199569702, 'logits/chosen': 1.9235056638717651, 'nll_loss': 1.2468703985214233, 'log_odds_ratio': -0.298033207654953, 'log_odds_chosen': 11.780728340148926, 'epoch': 0.388908625170615}
Step 2650: {'loss': 1.7885, 'grad_norm': 20.861116409301758, 'learning_rate': 1.1686143572621036e-05, 'rewards/chosen': -1.8457218408584595, 'rewards/rejected': -24.609481811523438, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 22.76375961303711, 'logps/rejected': -12.304740905761719, 'logps/chosen': -0.9228609204292297, 'logits/rejected': 1.384706974029541, 'logits/chosen': 1.947867751121521, 'nll_loss': 1.2074544429779053, 'log_odds_ratio': -0.2905084490776062, 'log_odds_chosen': 11.894654273986816, 'epoch': 0.3963876371931268}
Step 2700: {'loss': 1.83, 'grad_norm': 15.168798446655273, 'learning_rate': 1.001669449081803e-05, 'rewards/chosen': -1.8661412000656128, 'rewards/rejected': -23.12151336669922, 'rewards/accuracies': 0.6075000166893005, 'rewards/margins': 21.25537109375, 'logps/rejected': -11.56075668334961, 'logps/chosen': -0.9330706000328064, 'logits/rejected': 1.502991795539856, 'logits/chosen': 2.0245285034179688, 'nll_loss': 1.2221214771270752, 'log_odds_ratio': -0.30393028259277344, 'log_odds_chosen': 11.146219253540039, 'epoch': 0.40386664921563864}
Step 2750: {'loss': 1.8987, 'grad_norm': 36.813987731933594, 'learning_rate': 8.347245409015026e-06, 'rewards/chosen': -1.9940394163131714, 'rewards/rejected': -24.429000854492188, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 22.434961318969727, 'logps/rejected': -12.214500427246094, 'logps/chosen': -0.9970197081565857, 'logits/rejected': 1.4835619926452637, 'logits/chosen': 2.071017026901245, 'nll_loss': 1.2859762907028198, 'log_odds_ratio': -0.306344211101532, 'log_odds_chosen': 11.702497482299805, 'epoch': 0.4113456612381504}
Step 2800: {'loss': 1.9508, 'grad_norm': 74.70272827148438, 'learning_rate': 6.67779632721202e-06, 'rewards/chosen': -2.1810731887817383, 'rewards/rejected': -25.150489807128906, 'rewards/accuracies': 0.6175000071525574, 'rewards/margins': 22.96942138671875, 'logps/rejected': -12.575244903564453, 'logps/chosen': -1.0905365943908691, 'logits/rejected': 1.5603364706039429, 'logits/chosen': 2.170140027999878, 'nll_loss': 1.3694173097610474, 'log_odds_ratio': -0.29070785641670227, 'log_odds_chosen': 11.924210548400879, 'epoch': 0.41882467326066225}
Step 2850: {'loss': 2.0849, 'grad_norm': 19.432662963867188, 'learning_rate': 5.008347245409015e-06, 'rewards/chosen': -2.236447811126709, 'rewards/rejected': -21.749584197998047, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 19.513139724731445, 'logps/rejected': -10.874792098999023, 'logps/chosen': -1.1182239055633545, 'logits/rejected': 1.6504322290420532, 'logits/chosen': 2.1709864139556885, 'nll_loss': 1.4461991786956787, 'log_odds_ratio': -0.31934210658073425, 'log_odds_chosen': 10.140350341796875, 'epoch': 0.4263036852831741}
Step 2900: {'loss': 2.0381, 'grad_norm': 18.493785858154297, 'learning_rate': 3.33889816360601e-06, 'rewards/chosen': -2.2770347595214844, 'rewards/rejected': -22.545001983642578, 'rewards/accuracies': 0.5975000262260437, 'rewards/margins': 20.267969131469727, 'logps/rejected': -11.272500991821289, 'logps/chosen': -1.1385173797607422, 'logits/rejected': 1.710237741470337, 'logits/chosen': 2.275702476501465, 'nll_loss': 1.4112553596496582, 'log_odds_ratio': -0.313425749540329, 'log_odds_chosen': 10.557683944702148, 'epoch': 0.4337826973056859}
Step 2950: {'loss': 2.0287, 'grad_norm': 31.375783920288086, 'learning_rate': 1.669449081803005e-06, 'rewards/chosen': -2.210771083831787, 'rewards/rejected': -22.025005340576172, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 19.814233779907227, 'logps/rejected': -11.012502670288086, 'logps/chosen': -1.1053855419158936, 'logits/rejected': 1.7323378324508667, 'logits/chosen': 2.293478488922119, 'nll_loss': 1.3972913026809692, 'log_odds_ratio': -0.3156844675540924, 'log_odds_chosen': 10.337669372558594, 'epoch': 0.44126170932819775}
Step 3000: {'loss': 2.0245, 'grad_norm': 17.867433547973633, 'learning_rate': 0.0, 'rewards/chosen': -2.237088203430176, 'rewards/rejected': -21.148775100708008, 'rewards/accuracies': 0.6225000023841858, 'rewards/margins': 18.91168785095215, 'logps/rejected': -10.574387550354004, 'logps/chosen': -1.118544101715088, 'logits/rejected': 1.750433325767517, 'logits/chosen': 2.2936153411865234, 'nll_loss': 1.4183523654937744, 'log_odds_ratio': -0.303082138299942, 'log_odds_chosen': 9.83890151977539, 'epoch': 0.4487407213507096}
Step 3000: {'train_runtime': 3453.7534, 'train_samples_per_second': 6.949, 'train_steps_per_second': 0.869, 'total_flos': 0.0, 'train_loss': 1.3826844774882, 'epoch': 0.4487407213507096}
Step 3000: {'eval_loss': 2.042663335800171, 'eval_runtime': 17.3929, 'eval_samples_per_second': 31.105, 'eval_steps_per_second': 3.91, 'eval_rewards/chosen': -2.299882411956787, 'eval_rewards/rejected': -23.13682746887207, 'eval_rewards/accuracies': 0.6209558844566345, 'eval_rewards/margins': 20.836946487426758, 'eval_logps/rejected': -11.568413734436035, 'eval_logps/chosen': -1.1499412059783936, 'eval_logits/rejected': 1.7466157674789429, 'eval_logits/chosen': 2.3307292461395264, 'eval_nll_loss': 1.4472383260726929, 'eval_log_odds_ratio': -0.298974871635437, 'eval_log_odds_chosen': 10.831828117370605, 'epoch': 0.4487407213507096}
